car_id,worker_id,fix_date,work_type,destroy_degree,work_duration
x33005281c,QJ,2020-1-13 21:11,repair,7.5,38
c-2250495g,CF,2020-3-20 18:22,reparking,1.0,29
X22359217a,CZ,2020-3-11 2:3,refuel_check,1.0,22
i47017449U,OZ,2020-2-12 13:21,refuel_check,1.0,32
F-6369826L,RT,2020-1-22 7:47,repair,5.0,41
y10620904U,KS,2020-2-2 4:30,repair,5.8,25
Z76775340d,PC,2020-2-22 20:38,reparking,1.0,22
H15588497J,RB,2020-2-5 9:30,repair,6.9,30
h13825532e,TG,2020-3-13 18:7,repair,5.0,11
M19182860m,IG,2020-1-21 15:46,reparking,1.0,32
Z60523911N,TL,2020-2-4 13:11,reparking,1.0,31
I-5434170l,JS,2020-1-8 19:25,reparking,1.0,28
p-7109749V,HZ,2020-1-10 17:32,reparking,1.0,32
w16163650F,SV,2020-1-17 21:20,refuel,1.0,28
I21674635Q,NY,2020-1-17 2:0,reparking,1.0,21
n-1575803E,KG,2020-3-3 22:21,repair,5.0,19
N31059484x,WM,2020-1-1 19:39,reparking,1.0,27
l-1026528H,SL,2020-2-21 7:40,repair,7.3,36
h12427301o,UG,2020-2-8 5:28,repair,5.7,26
j92079780S,TH,2020-1-25 7:4,repair,5.6,21
f63189062N,MG,2020-3-20 15:26,repair,6.6,23
t97882515C,JZ,2020-3-27 1:1,reparking,1.0,20
u-3215458S,YM,2020-2-8 16:44,reparking,1.0,32
w15600381D,GG,2020-3-12 0:4,reparking,1.0,18
x55379265k,TW,2020-2-10 7:52,reparking,1.0,24
j-1598707G,BZ,2020-2-5 5:47,reparking,1.0,25
v-2280326L,PO,2020-3-22 19:3,refuel_check,1.0,29
s-7266626x,CT,2020-3-17 2:32,reparking,1.0,21
z-2843006O,EW,2020-3-10 4:6,reparking,1.0,25
F18164143O,XB,2020-3-10 0:53,reparking,1.0,17
S12392431C,AK,2020-1-16 18:46,reparking,1.0,30
H-4871785P,NK,2020-3-8 11:10,reparking,1.0,30
g18985198o,VV,2020-2-23 16:39,repair,5.6,18
s-1233979x,BW,2020-1-3 0:1,repair,5.0,67
r35592741h,GO,2020-1-5 17:24,repair,6.8,26
r-6268123s,DX,2020-1-5 13:5,refuel,1.0,34
s-1701601T,VR,2020-2-11 13:53,reparking,1.0,33
p-1607435n,BS,2020-2-1 23:29,reparking,1.0,25
X-5337958G,NS,2020-2-29 2:15,reparking,10.0,69
o18752959g,RP,2020-3-22 3:52,reparking,1.0,21
V-2169580X,CG,2020-1-7 2:33,refuel,1.0,21
Q-1573004E,FX,2020-3-16 3:19,repair,5.0,22
b34607341j,PS,2020-3-1 12:49,repair,4.5,3
I-5675626j,KJ,2020-3-27 18:7,reparking,1.0,26
A-2157802N,JZ,2020-2-24 12:22,reparking,1.0,29
j25666218Y,RH,2020-2-16 3:46,reparking,1.0,21
K-2275807Z,LD,2020-3-1 6:3,repair,6.0,24
R-2878244Q,UY,2020-3-23 21:47,repair,6.4,25
K-4627145s,MJ,2020-1-1 21:27,reparking,1.0,24
M15122410M,RD,2020-1-10 21:3,repair,5.8,23
h90156916h,ZX,2020-1-30 0:22,repair,10.0,71
E-7802767l,AD,2020-1-24 3:19,repair,6.6,33
u19642552o,KT,2020-3-15 11:43,repair,5.0,17
Q12901548n,RZ,2020-2-25 5:3,reparking,1.0,24
t-2297441l,BJ,2020-1-30 23:46,reparking,1.0,26
N15239751A,BO,2020-3-26 23:12,reparking,1.0,24
K-2047259i,LX,2020-1-7 19:18,repair,4.2,5
j18433975f,AP,2020-3-19 6:42,repair,4.6,11
U-1642617V,RL,2020-2-14 0:4,repair,5.0,29
f22138231E,ZO,2020-2-4 20:24,reparking,1.0,26
V83870783w,ZK,2020-3-14 17:22,reparking,1.0,32
d-2073713s,UO,2020-3-15 16:41,reparking,1.0,29
R37055375H,AR,2020-2-15 16:2,reparking,1.0,31
F-8081733V,OY,2020-3-13 12:12,refuel_check,1.0,31
D-5247175p,KB,2020-3-14 6:45,repair,5.0,20
I-4491426o,GG,2020-1-3 23:25,repair,7.3,38
k53527360z,DC,2020-1-19 14:3,repair,5.6,14
W-9736867F,ZW,2020-1-10 11:4,repair,6.4,23
K17948343e,XO,2020-3-30 12:44,reparking,1.0,32
p22438429U,AY,2020-2-10 0:27,reparking,1.0,20
G-2033856I,TY,2020-3-17 2:7,refuel_check,1.0,19
p-2709288d,UD,2020-1-28 16:1,repair,6.7,27
e58896117T,KV,2020-1-25 11:27,reparking,1.0,28
B11921379d,SC,2020-1-4 10:20,reparking,1.0,27
L-6802285d,JR,2020-2-12 0:17,repair,5.1,21
s-1372033F,VF,2020-3-7 9:11,refuel_check,1.0,27
s10825773A,KH,2020-1-6 4:16,reparking,1.0,24
j12033464t,FF,2020-1-25 11:20,repair,6.0,17
W-3006427Z,EH,2020-2-18 5:47,reparking,1.0,23
f21354327c,CL,2020-2-24 7:19,repair,4.2,5
u89834900L,LS,2020-1-1 8:6,repair,6.5,26
q78677693j,KB,2020-2-9 20:21,reparking,1.0,29
p-8718312x,CX,2020-2-18 7:1,repair,4.6,10
O-1741687v,JP,2020-3-17 14:17,reparking,1.0,31
W18403556e,VR,2020-3-7 11:51,repair,4.8,8
s13606781f,JZ,2020-2-30 21:34,repair,6.9,31
R15758843A,SB,2020-3-17 5:49,reparking,1.0,23
z-1765070X,FY,2020-1-19 8:55,repair,3.9,4
w-1029280i,EY,2020-1-20 19:5,repair,6.2,25
d-1150959l,EC,2020-1-3 20:7,refuel,9.0,53
j18832518Q,NG,2020-1-30 12:23,refuel,9.0,50
g15598327l,UN,2020-1-12 2:43,reparking,1.0,19
v-6600194g,VN,2020-3-21 3:37,repair,6.9,37
f21537042p,IR,2020-3-8 2:22,reparking,1.0,20
g15134858G,UF,2020-1-12 14:26,reparking,8.0,37
N96513993C,HR,2020-3-15 15:43,reparking,1.0,32
i-1870741R,RW,2020-1-6 9:4,refuel_check,1.0,29
t38578752d,SK,2020-1-24 18:16,repair,5.0,12
V-7911017W,RJ,2020-3-7 18:16,repair,5.0,14
z-1435869q,MK,2020-1-9 7:28,repair,5.0,16
T-3625019V,ST,2020-2-24 1:8,reparking,1.0,20
W-1663352r,KS,2020-2-12 16:29,repair,5.7,15
J-1113742S,EW,2020-1-20 8:1,reparking,1.0,25
Y19585916c,HN,2020-3-8 11:17,refuel,1.0,30
b-1419953q,ZS,2020-2-14 13:1,repair,5.0,39
q13192264P,QT,2020-3-23 19:8,reparking,1.0,26
M21428480q,OW,2020-3-13 3:32,reparking,1.0,22
A-2296917r,UV,2020-3-26 18:0,repair,5.0,41
F36891838q,JS,2020-3-9 7:31,repair,7.5,38
M20797256F,HS,2020-1-23 18:21,repair,5.5,19
w-1020644b,HJ,2020-2-22 13:9,reparking,1.0,31
y54427123h,ZG,2020-2-17 19:14,repair,10.0,63
w12773963K,NN,2020-2-24 2:6,repair,5.5,22
H-1369852D,KY,2020-3-6 15:31,repair,5.4,10
h15130253D,IS,2020-1-21 16:35,repair,5.0,21
L12738838U,RO,2020-1-18 23:12,repair,4.4,9
D-1642232Y,SP,2020-3-22 3:20,repair,6.1,25
O-2567044a,VT,2020-2-8 16:19,repair,5.4,12
I58543255u,GM,2020-2-15 0:51,repair,3.0,1
H44042475h,SO,2020-3-6 3:35,reparking,1.0,23
v10840367M,RV,2020-2-1 6:10,refuel_check,1.0,24
C17218196q,FO,2020-2-6 9:3,reparking,1.0,26
d-1067020V,XP,2020-2-9 0:41,reparking,1.0,19
T13652201h,JC,2020-3-2 18:15,repair,5.4,13
n20176674t,QP,2020-3-7 15:27,repair,4.4,1
n-9327549l,ZB,2020-1-1 6:23,repair,6.7,30
K-4097683X,NW,2020-1-29 6:15,repair,4.3,7
o-1745163l,ML,2020-2-19 17:54,reparking,1.0,33
d-9809366C,TR,2020-1-16 0:10,repair,5.0,31
K94908453V,KM,2020-1-26 16:25,reparking,1.0,32
f21748487q,UT,2020-2-23 16:4,repair,4.3,2
n19528133d,AP,2020-1-12 2:15,repair,6.4,34
a38819194R,UX,2020-3-12 13:19,reparking,1.0,32
I-2222955D,UP,2020-2-8 18:9,refuel,1.0,28
U12552466o,ER,2020-1-13 11:4,repair,5.0,12
Z-6848638K,WM,2020-2-18 10:15,reparking,1.0,30
I-2277221J,NW,2020-3-30 12:30,repair,5.6,14
y-2096513h,KM,2020-2-25 5:7,repair,6.9,34
j36860430F,LR,2020-1-15 14:12,repair,5.0,23
M-1188559U,PB,2020-3-27 5:52,repair,7.2,36
M-1057522s,VF,2020-3-14 8:41,reparking,1.0,26
f-1640048B,BV,2020-2-19 4:1,repair,10.0,67
i11748425a,LH,2020-1-24 10:13,refuel_check,1.0,27
h15726678G,UN,2020-1-13 14:57,reparking,1.0,32
k21821329d,MJ,2020-3-23 1:29,repair,5.7,24
U-6122657S,PL,2020-2-22 4:30,repair,7.1,37
N22527355E,RK,2020-1-12 19:27,repair,4.2,3
G17430753s,HD,2020-2-14 0:9,repair,5.8,27
v-1780358c,CW,2020-3-24 1:10,repair,5.0,25
q22680253Z,NZ,2020-3-25 12:17,repair,5.0,14
i20236215k,WN,2020-2-12 6:37,repair,8.1,44
Z-2109687y,CW,2020-2-12 15:21,reparking,1.0,30
R-1015571o,VW,2020-3-8 16:20,refuel_check,1.0,33
f-7120148O,RF,2020-3-26 6:23,reparking,1.0,26
t15843955M,PV,2020-3-26 10:5,repair,4.7,8
s90558240D,PG,2020-2-13 18:9,repair,4.9,10
W17258092O,VP,2020-2-17 16:14,reparking,5.0,59
b16129006F,RX,2020-1-14 5:7,reparking,1.0,24
k40909397b,GN,2020-2-28 2:37,repair,7.0,38
Q13493762f,HF,2020-2-8 6:54,reparking,1.0,26
R91630921n,WR,2020-2-2 1:16,repair,5.5,27
R61678217L,QK,2020-2-16 12:22,reparking,9.0,50
M20461177C,GR,2020-3-6 5:40,reparking,1.0,22
H69080088J,TL,2020-1-5 8:0,repair,10.0,61
X-2170601O,XF,2020-2-25 20:44,refuel,1.0,26
F-4198459W,WC,2020-2-14 20:54,reparking,5.0,40
B-4284440k,AX,2020-1-5 7:17,refuel_check,1.0,25
n84700288Y,QS,2020-1-22 11:51,repair,6.3,23
d22823530e,TK,2020-3-14 5:1,repair,5.0,14
f-5599112Q,BY,2020-1-13 10:2,repair,5.4,11
G-1119002U,YG,2020-2-3 4:5,reparking,1.0,22
d-7666372x,GG,2020-1-3 4:24,repair,4.4,10
b-1633141B,LR,2020-1-26 22:25,repair,5.0,65
Z34825463y,AO,2020-2-24 16:25,refuel_check,1.0,28
v-9686944h,HF,2020-3-19 20:40,repair,4.6,9
r-2626717n,FX,2020-2-15 9:1,reparking,1.0,27
m13716525T,HP,2020-1-1 12:0,reparking,10.0,59
I22962781q,FX,2020-3-11 0:30,repair,7.1,42
f-1804114y,KT,2020-1-13 23:57,repair,6.0,26
y65839268d,AV,2020-2-9 7:31,repair,5.6,20
Y-1061099U,LY,2020-1-16 17:19,refuel,1.0,29
b-1756095Y,ZL,2020-2-19 9:8,refuel_check,1.0,29
O-2154805o,QG,2020-1-8 14:1,repair,5.0,14
D11355691L,AL,2020-2-30 16:18,reparking,1.0,31
z11525648X,AW,2020-1-17 18:11,repair,6.0,19
m73044907l,SM,2020-2-2 3:54,repair,5.0,22
o-3502321X,LF,2020-3-28 9:27,reparking,1.0,27
F-8971471f,RO,2020-3-23 1:2,repair,6.4,34
M-1727464u,VF,2020-2-26 0:18,repair,4.9,20
r67742622z,AD,2020-1-9 4:38,refuel,1.0,25
a-1448713X,JX,2020-2-6 20:11,repair,5.7,21
I-8740476B,HM,2020-3-9 22:58,reparking,1.0,24
Y11193447p,XX,2020-3-17 12:1,repair,4.6,6
H49846586w,QC,2020-1-15 8:7,repair,6.0,21
m89915934c,NL,2020-3-4 19:48,repair,6.4,28
R19722314B,ZF,2020-3-30 19:50,repair,5.4,16
E-2442116D,MH,2020-3-19 1:16,reparking,1.0,18
K18787489X,PZ,2020-3-7 12:5,repair,7.4,30
i17417440r,YM,2020-1-27 16:3,refuel,1.0,32
q73965014U,ST,2020-1-21 10:3,reparking,1.0,30
O-2283230Y,LX,2020-1-29 0:12,repair,7.4,41
b28091206k,CY,2020-1-26 10:49,refuel,1.0,25
g-2800926C,QP,2020-3-26 12:1,repair,5.3,10
k-1947529W,HC,2020-1-14 1:20,repair,5.0,16
a-9615725L,TV,2020-3-13 22:48,reparking,1.0,28
u15513075K,MG,2020-3-6 0:5,refuel_check,1.0,18
A28143979P,MJ,2020-2-26 2:2,repair,5.4,26
L22185348p,FX,2020-1-29 4:58,reparking,1.0,25
G-2566303j,UY,2020-3-20 15:36,repair,10.0,58
i-2071885N,MD,2020-2-16 23:52,repair,5.0,43
T42238184L,GT,2020-1-27 20:4,repair,4.8,10
E-5337479S,HV,2020-1-2 1:1,reparking,1.0,21
H-2355000g,DT,2020-1-29 20:28,reparking,1.0,29
C13983433s,JL,2020-2-6 15:55,reparking,1.0,32
K-9603888y,TV,2020-3-13 7:33,repair,5.0,24
H-3320077V,MS,2020-3-10 4:36,repair,6.4,30
U54140464j,ZO,2020-1-30 16:7,reparking,1.0,29
U-4011173t,XD,2020-3-9 23:59,reparking,1.0,21
t-1335409s,VC,2020-2-11 14:0,repair,5.0,11
L10129399Y,XN,2020-2-22 8:49,repair,7.1,33
A31292617m,HN,2020-2-23 19:14,reparking,1.0,29
D-1410955h,VY,2020-3-4 6:49,repair,5.0,26
C-6629572u,HR,2020-3-20 11:48,repair,5.7,19
S19572879o,GK,2020-2-14 18:31,repair,5.6,15
i-7895274m,AP,2020-3-6 5:11,repair,7.7,41
D22898421E,DL,2020-1-3 1:27,reparking,1.0,19
C19987871T,WB,2020-1-23 11:27,repair,5.9,16
E-2002668A,GC,2020-2-19 17:54,reparking,1.0,28
E15401424s,NV,2020-3-25 7:27,repair,5.0,65
q92431240q,IM,2020-2-4 19:17,reparking,1.0,26
M-1609284U,DP,2020-3-29 18:22,reparking,1.0,27
c11762411c,KY,2020-2-25 7:10,reparking,1.0,27
I14426935X,OL,2020-1-9 5:6,reparking,1.0,29
p-2177230P,MJ,2020-1-15 5:30,reparking,1.0,25
g-1997866b,HO,2020-1-6 22:0,reparking,1.0,25
a-1298983n,RL,2020-2-11 12:20,repair,7.0,29
C16763454I,ON,2020-2-4 21:45,repair,5.9,22
c96131700J,UX,2020-3-1 16:6,refuel,1.0,32
Y-2060323c,CH,2020-3-11 13:38,reparking,1.0,32
H-9946877t,RP,2020-3-16 23:8,repair,10.0,65
s-8011046y,ZB,2020-1-11 18:49,refuel_check,1.0,32
B-5818398M,XP,2020-2-4 0:8,repair,5.0,22
a-1555492o,YV,2020-2-19 1:32,reparking,1.0,19
Y11021530E,AK,2020-2-10 10:56,repair,10.0,59
x13838636N,LC,2020-2-2 18:4,refuel,5.0,60
Q-8927952V,FC,2020-1-21 18:18,reparking,1.0,29
g-1203735u,PS,2020-1-1 4:22,repair,5.0,28
y-4993026F,ED,2020-1-24 6:52,refuel_check,1.0,24
U-1696081V,VT,2020-1-8 0:5,repair,6.4,37
r-3939023a,QC,2020-1-26 6:34,reparking,1.0,24
n79502261g,WC,2020-1-6 10:25,reparking,1.0,29
r-2090723O,HG,2020-2-11 14:15,repair,7.6,30
o-1780770o,OM,2020-2-1 19:11,repair,5.7,16
l-2243901f,WW,2020-1-2 20:16,reparking,1.0,29
M45840955U,ST,2020-1-12 4:12,refuel,1.0,20
O18471034K,MZ,2020-2-10 5:7,repair,5.0,28
p20324322c,PP,2020-2-18 18:53,refuel,1.0,29
Z-2472770a,ID,2020-2-23 13:21,repair,7.0,24
P63973841b,AT,2020-2-9 2:11,refuel_check,1.0,20
i-1314717a,MP,2020-1-12 17:51,refuel_check,5.0,61
b-1731846p,HP,2020-1-23 4:10,repair,10.0,66
a-2924229p,HV,2020-2-6 23:38,repair,6.4,28
I19994305a,FO,2020-1-22 13:3,reparking,1.0,33
w21104807B,ZD,2020-1-25 8:24,repair,5.0,14
P91727327m,HY,2020-3-22 4:27,repair,3.7,4
c-8926473m,PS,2020-1-5 11:5,repair,7.8,38
n-1048550o,ZD,2020-2-18 12:57,reparking,1.0,27
O-7679980f,FH,2020-3-25 3:14,reparking,1.0,23
g21697086z,HB,2020-1-26 8:34,reparking,1.0,26
h20236568A,TK,2020-3-8 4:40,repair,7.8,45
e23025129X,EJ,2020-3-21 0:23,reparking,1.0,20
V-9728915a,GF,2020-3-13 0:44,reparking,1.0,20
f-1300760u,DS,2020-1-4 6:24,repair,3.4,1
H-1041344f,YL,2020-3-17 15:1,repair,5.9,16
g-8761468w,LB,2020-1-30 18:40,reparking,1.0,29
W10708735F,QT,2020-2-13 20:14,repair,4.5,8
C58608888l,PM,2020-1-9 2:10,repair,5.2,22
B37768184I,WW,2020-1-21 19:13,reparking,1.0,29
k10152000a,BJ,2020-2-4 23:49,repair,6.0,26
h17414658v,YP,2020-1-17 10:21,reparking,1.0,30
x58863702m,EJ,2020-3-19 3:13,repair,3.9,4
Q39818857Y,GC,2020-2-6 10:42,repair,6.4,24
W-6196754y,HB,2020-3-29 21:51,repair,6.8,34
g28641563H,ZR,2020-3-7 22:8,repair,6.0,23
u24432042k,PX,2020-1-15 21:16,reparking,1.0,26
r16294059S,NO,2020-2-7 21:24,repair,4.8,14
H-2108091L,NM,2020-2-19 17:33,reparking,1.0,31
T-1861418l,YL,2020-2-28 15:33,reparking,1.0,33
d22617101F,XF,2020-3-13 10:58,repair,10.0,48
c56523775V,NZ,2020-1-13 22:40,repair,5.1,16
m-3164602H,ZP,2020-1-26 3:46,reparking,1.0,24
n-1234064Z,KP,2020-3-13 1:18,reparking,9.0,57
o-2139524M,MY,2020-1-11 8:24,repair,5.3,17
S17148502m,ZX,2020-1-25 21:26,repair,4.4,7
E-5860609f,YK,2020-3-1 11:8,repair,4.7,5
x90842212V,IJ,2020-2-20 5:21,repair,5.9,24
T-7684106s,QK,2020-1-29 1:14,repair,4.8,17
T-1994249o,XM,2020-2-10 20:5,repair,4.6,7
m12662735d,KD,2020-1-23 21:3,repair,7.7,41
n-2837743g,JY,2020-1-11 19:11,repair,6.1,20
o-4622211t,RW,2020-1-29 5:7,reparking,1.0,25
T20409757P,FR,2020-1-6 19:13,reparking,1.0,29
k-1717815X,KZ,2020-2-16 5:23,reparking,1.0,20
V-2090794j,FP,2020-1-27 19:30,repair,5.0,34
C-9746243l,YR,2020-3-13 4:8,refuel_check,1.0,22
N-1526726d,RT,2020-1-5 0:43,repair,5.0,23
r-2233973m,HB,2020-2-22 17:12,repair,5.6,12
h17001071q,WT,2020-2-12 12:18,reparking,1.0,29
R-1401948E,BW,2020-3-29 11:1,repair,4.4,1
a-1738562d,HT,2020-2-29 21:4,repair,4.3,6
R10132699W,FP,2020-2-17 11:24,reparking,1.0,28
s27214304y,LT,2020-2-4 0:14,reparking,1.0,19
X13092819Q,UL,2020-3-17 23:5,reparking,1.0,24
m-2086369j,RR,2020-3-25 12:5,refuel_check,1.0,32
H-2882173Z,ZT,2020-2-14 5:5,repair,5.0,28
j-1956405K,LO,2020-1-19 10:43,repair,4.7,8
Q11700844e,OX,2020-2-16 16:37,repair,4.8,7
E-3042252G,YP,2020-3-11 15:31,reparking,1.0,30
r-1930669O,GP,2020-2-26 2:5,repair,3.1,1
N-9452332x,BK,2020-3-17 2:29,reparking,1.0,20
h10860992T,XG,2020-2-8 21:16,repair,6.2,26
S11426971O,UG,2020-3-19 15:3,repair,6.3,17
K-1544774T,GY,2020-3-25 21:53,repair,5.5,19
T-2294411h,NR,2020-3-4 14:4,repair,5.8,13
y-1267351r,RC,2020-2-8 20:9,repair,5.3,15
k-1735337t,GO,2020-2-6 1:9,reparking,1.0,20
F14857178F,NG,2020-1-20 11:18,reparking,1.0,32
n21726530a,CS,2020-2-18 12:16,reparking,1.0,30
P22575706L,EC,2020-1-18 16:40,reparking,1.0,31
T-1009246T,RO,2020-3-4 4:6,reparking,1.0,24
p71461747A,KY,2020-1-2 21:29,repair,5.0,28
f11409987C,ED,2020-3-29 5:31,repair,4.6,10
J19069143E,SC,2020-2-14 9:8,repair,4.5,5
X-6349190I,UY,2020-1-11 14:51,repair,5.0,19
X-1655758N,HY,2020-1-3 16:3,repair,6.8,26
M-1781596c,IL,2020-3-27 8:20,reparking,1.0,26
B-3513567K,DL,2020-3-12 15:28,refuel_check,1.0,32
j21246192N,SS,2020-1-17 20:22,repair,4.7,10
s-1094161i,OV,2020-2-6 16:45,reparking,1.0,32
V-9683916q,LO,2020-2-27 1:58,repair,5.0,28
A22674788w,MS,2020-1-7 13:2,reparking,1.0,28
s17672064L,LC,2020-3-3 1:14,reparking,1.0,21
O22361854N,DG,2020-3-4 16:39,reparking,1.0,31
C-1903701S,VH,2020-2-7 0:49,reparking,1.0,17
k63904133P,SX,2020-1-16 0:2,reparking,1.0,16
f15183722K,FC,2020-1-29 0:21,reparking,1.0,20
P-1301418D,TK,2020-3-7 4:10,reparking,1.0,24
F-1257166O,MN,2020-3-17 0:30,reparking,1.0,19
z-1854947J,QM,2020-1-2 5:36,repair,5.0,16
B42019578p,OW,2020-3-4 10:39,reparking,1.0,28
w-1081221i,GJ,2020-2-7 3:43,refuel_check,1.0,24
q-1403429B,KJ,2020-2-11 4:9,repair,5.0,68
b17225071g,XL,2020-1-9 22:8,refuel_check,9.0,53
Q21449479D,CN,2020-3-9 12:51,refuel_check,1.0,30
R21058725x,RG,2020-2-8 11:51,refuel_check,1.0,29
e78313402L,HR,2020-2-20 2:0,reparking,1.0,21
B20284663C,ML,2020-3-15 0:5,reparking,1.0,19
g-1912309G,PH,2020-3-22 8:47,repair,6.9,32
u16335953I,BY,2020-3-8 22:5,reparking,1.0,28
I-8201538D,UM,2020-2-28 4:14,refuel_check,1.0,22
C22072062B,IR,2020-2-29 19:7,refuel,1.0,26
u-1057398c,UR,2020-1-25 20:35,repair,4.4,9
t35781257E,PB,2020-1-12 11:5,repair,6.8,27
C73458374Q,GV,2020-2-13 1:3,repair,4.9,19
H42487546s,NR,2020-1-13 15:2,reparking,1.0,36
F84870593a,PL,2020-3-17 19:22,repair,5.2,12
j17532274g,LH,2020-3-23 8:30,reparking,1.0,28
a-1090366N,NX,2020-3-12 21:39,refuel,1.0,26
B-2140476J,WX,2020-1-16 16:8,repair,5.0,18
J-1519931T,YO,2020-3-27 15:15,repair,6.9,23
w-1534281h,ZH,2020-3-22 22:16,reparking,1.0,23
J-2076735y,OZ,2020-3-8 12:9,reparking,1.0,31
q92579907V,GX,2020-3-30 16:51,reparking,1.0,32
Q10654514V,FM,2020-3-25 18:29,repair,5.9,20
F-1854480x,NB,2020-3-21 11:13,repair,4.3,2
M14830267a,TP,2020-3-7 11:3,reparking,1.0,31
i-1101173g,JY,2020-2-22 9:37,repair,3.4,3
Z14111948t,CY,2020-1-13 17:52,reparking,1.0,31
u-2070489i,FM,2020-1-6 3:40,repair,5.7,24
C16363758Y,ZS,2020-3-16 15:29,reparking,1.0,29
F93868144g,VB,2020-2-18 1:11,repair,4.4,12
R-1143403S,MY,2020-2-6 10:0,repair,4.9,8
g-2283000q,WC,2020-1-29 22:0,repair,6.9,37
G-1211626R,SP,2020-3-24 18:27,refuel,1.0,29
h11730518w,MX,2020-1-21 20:1,repair,4.0,2
d-8576748Q,LP,2020-2-17 7:5,repair,5.4,16
b-1234099Q,LR,2020-1-2 8:1,repair,4.3,5
I-1647122N,JH,2020-1-22 3:20,repair,5.9,27
A41423630m,JW,2020-1-13 14:37,reparking,1.0,32
q14945093N,PS,2020-3-25 18:6,repair,5.5,15
w23811317g,TM,2020-3-26 20:31,reparking,1.0,27
v-3129503S,AL,2020-1-24 22:57,repair,5.0,38
U66280408d,SL,2020-1-14 2:30,reparking,1.0,21
D-1146124x,KG,2020-3-24 10:2,reparking,1.0,29
P78941617w,DN,2020-1-11 13:4,reparking,8.0,38
X84104929Z,LO,2020-3-21 11:49,repair,4.9,9
k64987032M,SH,2020-2-13 5:11,reparking,1.0,24
r-1560829H,AF,2020-3-27 19:9,reparking,1.0,28
m20786215a,JR,2020-2-6 10:31,repair,5.0,17
c33662054g,AD,2020-2-5 16:15,reparking,1.0,29
H82330164N,LJ,2020-2-3 14:17,repair,5.0,16
F-1306753r,GN,2020-2-18 20:3,reparking,9.0,52
G-1064210J,WT,2020-1-29 7:22,repair,5.8,22
V-1025313d,BJ,2020-3-24 21:28,repair,6.0,23
q-1916829q,QX,2020-3-14 9:47,repair,5.1,14
F19492836W,NP,2020-1-20 8:34,reparking,1.0,26
m-1140624S,ER,2020-2-29 13:22,repair,5.2,8
W16150857p,OW,2020-3-18 7:29,reparking,1.0,25
R-1797279a,WN,2020-2-14 12:4,reparking,1.0,29
l61851567T,BD,2020-2-26 20:33,repair,5.0,32
O16507727j,NL,2020-2-30 8:6,repair,7.2,33
z-1602998Z,ET,2020-3-1 8:17,refuel_check,1.0,26
n-5767544o,JJ,2020-3-22 9:14,repair,8.1,41
y40186666v,MH,2020-3-3 9:59,repair,6.3,25
l19641602B,BV,2020-3-9 15:50,oil_change,1.0,33
T-1279192Y,TR,2020-1-25 10:29,reparking,10.0,59
n-1232719B,WL,2020-2-5 4:41,reparking,1.0,22
s-1070927u,XO,2020-1-7 6:7,repair,5.2,18
Y-1108881y,LZ,2020-1-23 10:6,reparking,1.0,31
k-1021806U,UY,2020-2-28 21:20,reparking,1.0,29
E-2189846g,KZ,2020-2-25 8:45,reparking,1.0,27
f16848135A,QZ,2020-2-16 15:37,repair,5.0,25
c-1675806d,QF,2020-2-29 19:18,reparking,1.0,30
m-1018494E,ZF,2020-3-15 11:14,repair,10.0,59
H56874337I,ZG,2020-3-20 5:7,reparking,1.0,24
f12953922O,ZW,2020-2-10 23:43,reparking,1.0,23
Y17601105t,KY,2020-3-29 17:26,refuel_check,1.0,28
F-1506247r,HX,2020-1-2 0:57,reparking,1.0,21
r-1477676H,RJ,2020-2-20 2:10,repair,6.6,34
f-1164209J,NT,2020-3-18 9:7,repair,5.0,27
d-1627526q,GP,2020-1-5 18:14,repair,5.3,13
H-2061992E,DW,2020-3-1 6:3,refuel_check,1.0,25
t-5576466l,NL,2020-3-4 21:3,repair,5.6,19
z49508882q,ZT,2020-1-22 9:9,reparking,1.0,29
u-7756149A,PH,2020-1-29 7:14,repair,3.9,3
O21645254m,HJ,2020-3-15 6:32,refuel_check,1.0,26
F18814121v,VW,2020-2-9 5:18,repair,6.8,34
M-1529406d,WR,2020-2-28 16:23,repair,10.0,57
n-3242143c,LD,2020-3-13 2:34,reparking,1.0,22
g-7424670L,WX,2020-2-26 12:2,repair,6.6,24
G36366245G,BB,2020-2-17 21:25,reparking,1.0,28
n-1502387M,EF,2020-1-6 1:42,refuel,1.0,17
i11542071C,GC,2020-2-10 11:29,repair,5.0,37
b18857695O,GW,2020-3-9 19:30,repair,6.1,24
i93529341g,HL,2020-2-21 0:1,reparking,1.0,19
a-1426275y,MZ,2020-3-14 6:24,reparking,1.0,24
z-1297205A,IJ,2020-2-8 8:3,repair,6.6,28
O23711712l,EJ,2020-3-18 14:23,reparking,1.0,35
B-8541235p,JV,2020-1-9 4:1,reparking,5.0,46
M18466047W,RT,2020-1-26 1:3,reparking,1.0,18
o-1663812b,SO,2020-2-26 14:15,repair,10.0,56
x58256990o,CT,2020-1-11 19:35,refuel_check,1.0,26
g21476323Y,BM,2020-1-27 14:2,reparking,1.0,33
J22595982W,TV,2020-2-7 10:15,reparking,1.0,29
X25302782p,RP,2020-3-9 5:19,repair,4.5,9
b-2278301E,WM,2020-2-14 21:56,reparking,1.0,25
W-1949796N,FG,2020-2-14 1:6,refuel_check,8.0,50
h61870657i,CM,2020-1-13 1:39,repair,5.0,29
C-8768079q,YO,2020-2-7 7:1,repair,3.3,1
